"We updated lifetime statistic.","我们更新寿命统计。"
"We can't refresh lifetime statistics.","我们不能刷新生存时间统计。"
"invalid request","无效的请求"
"see error log for details","请参阅错误日志的详细信息"
"Service unavailable: %1","服务不可用: %1"
"Error","错误"
"Access Denied.","访问被拒绝。"
"You need more permissions to do this.","你需要更多的权限来执行此操作。"
"No search modules were registered","没有注册的搜索模块"
"Please make sure that all global admin search modules are installed and activated.","请确保所有的全局管理员搜索模块已安装并激活。"
"You have entered an invalid password for current user.","您输入了当前用户的无效密码。"
"You saved the account.","你已保存该帐户。"
"An error occurred while saving account.","保存帐户时出错。"
"You deleted the design change.","你删除设计更改。"
"You can't delete the design change.","您不能删除设计更改。"
"Store Design","存储设计"
"Edit Store Design Change","编辑存储设计更改"
"You saved the design change.","你保存的设计更改。"
"System","系统"
"Manage Stores","管理存储"
"The database was backed up.","数据库备份。"
"We can't create a backup right now. Please try again later.","我们现在不能创建一个备份。请稍后再试。"
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","删除 %1 不会删除与 %1 (例如类别、 产品等)，相关的信息，但 %1 将不能被恢复。它被建议你在删除 %1 之前创建的数据库备份。"
"Something went wrong. Please try again.","出了错。请再试一次。"
"This store cannot be deleted.","不能删除此存储。"
"You deleted the store.","你删除了存储区。"
"Unable to delete store. Please, try again later.","无法删除商店。请稍后再试。"
"This store view cannot be deleted.","不能删除该存储视图。"
"Store View","商店界面"
"You deleted the store view.","你删除了存储视图。"
"Unable to delete store view. Please, try again later.","无法删除商店视图。请稍后再试。"
"This website cannot be deleted.","不能删除此站点。"
"You deleted the website.","您删除该网站。"
"Unable to delete website. Please, try again later.","不能删除该网站。请稍后再试。"
"The website does not exist.","该网站不存在。"
"Before modifying the website code please make sure it is not used in index.php.","修改网站代码前请确保它没有应用在 index.php 中。"
"The store does not exist","存储不存在"
"Store view doesn't exist","存储视图不存在"
"Before modifying the store view code please make sure it is not used in index.php.","修改网站代码前请确保它没有应用在 index.php 中。"
"New ","新建"
"You saved the website.","你已保存网站。"
"You saved the store.","你保存了视图。"
"You saved the store view.","您已保存的存储视图。"
"Something went wrong while saving. Please review the error log.","保存时出错。请查看错误日志。"
"Last 24 Hours","过去 24 小时内"
"Last 7 Days","最近 7 天"
"Current Month","当月"
"YTD","YTD"
"2YTD","2YTD"
"Authentication storage is incorrect.","身份验证存储是不正确的。"
"You did not sign in correctly or your account is temporarily disabled.","登录不正确或者您的账号已禁用。"
"Authentication error occurred.","发生身份验证错误。"
"Order","订单"
"Order #%1","订单 #%1"
"Access denied","访问被拒绝"
"Please try to sign out and sign in again.","请尝试注销并重新登录。"
"If you continue to receive this message, please contact the store owner.","如果您继续收到此消息，请联系店主。"
"You need more permissions to access this.","用户名"
"Welcome, please sign in","欢迎，请登录"
"Username","用户名"
"user name","用户名称"
"Password","密码"
"password","密码"
"Sign in","登录"
"Select Range:","选择区域:"
"No Data Found","找不到数据"
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","图表被禁用。若要启用图表，请单击 <a href=""%1""> 这里</a>。"
"Last Orders","最后的订单"
"Last Search Terms","最后一个搜索条件"
"Top Search Terms","热门搜索词"
"There are no search keywords.","没有搜索关键字。"
"View Statistics For:","查看统计信息为:"
"All Websites","所有网站"
"Reload Data","重新加载数据"
"Browse Files...","浏览文件。。。"
"Magento","Magento"
"Copyright&copy; %1 Magento Commerce Inc. All rights reserved.","版权所有 © %1 Magento 商务公司保留所有权利。"
"ver. %1","%1 查看。"
"Magento Admin Panel","Magento 管理面板"
"Account Setting","帐户设置"
"Customer View","客户视图"
"Sign Out","退出"
"About the calendar","分类"
"Close","关闭"
"Go Today","今天去"
"Previous","上一个"
"Next","下一个"
"WK","WK"
"Time","时间"
"Hour","小时"
"Minute","分钟"
"JavaScript may be disabled in your browser.","可能在您的浏览器中禁用了 JavaScript。"
"To use this website you must first enable JavaScript in your browser.","要使用本网站必须首先在您的浏览器启用 JavaScript。"
"This is only a demo store. You can browse and place orders, but nothing will be processed.","这是只是一个演示的商店。您可以浏览并下订单，但什么都不会被处理。"
"Report Bugs","报告错误"
"Store View:","存储视图:"
"Stores Configuration","存储配置"
"Please confirm scope switching. All data that hasn't been saved will be lost.","请确认范围开关。尚未保存的所有数据将都会丢失。"
"Additional Cache Management","额外的缓存管理"
"Flush Catalog Images Cache","刷新目录图像缓存"
"Pregenerated product images files","预览产品图片文件"
"Flush JavaScript/CSS Cache","刷新 JavaScript 和 CSS 缓存"
"Themes JavaScript and CSS files combined to one file.","主题 JavaScript 和 CSS 文件合并到一个文件"
"Flush Static Files Cache","刷新 静态文件缓存"
"Preprocessed view files and static files","预处理的视图文件和静态文件"
"Catalog","目录重写"
"JavaScript/CSS","JavaScript 和 CSS"
"JavaScript/CSS Cache","JavaScript 和 CSS 缓存"
"No records found.","显示全部。。。"
"Images","图片"
"Big Image","大图像"
"Thumbnail","缩略图"
"Additional Settings","附加设置"
"records found","找到的记录"
"selected","已选择"
"per page","每页"
"Previous page","前一页"
"of %1","%1"
"Next page","下页"
"Export to:","导出到:"
"Actions","动作"
"Mass Actions","批量操作"
"Unselect All","取消全选"
"Select Visible","选择可见"
"Unselect Visible","取消选择可见"
"Changes have been made to this section that have not been saved.","已更改尚未保存此节。"
"This tab contains invalid data. Please resolve this before saving.","此选项卡包含无效数据。请在保存前解决此问题。"
"The information in this tab has been changed.","此选项卡中的信息已更改。"
"Loading...","加载 。。。"
"We could not detect a size.","我们未能检测到的大小。"
"We don't recognize or support this file extension type.","我们不承认或支持该文件扩展类型。"
"Services","服务"
"Advanced","高级"
"Disable Modules Output","禁用模块输出"
"Store Email Addresses","存储电子邮件地址"
"Custom Email 1","自定义电子邮件 1"
"Sender Email","发件人的电子邮件"
"Sender Name","发件人邮箱"
"Custom Email 2","自定义电子邮件 2"
"General Contact","一般接触"
"Sales Representative","销售代表"
"Customer Support","客户支持"
"Design","设计"
"Design Theme","设计网站模板"
"User-Agent Exceptions","用户代理例外"
"
                        Search strings are either normal strings or regular exceptions (PCRE). They are matched in the same order as entered. Examples:<br /><span style=""font-family:monospace"">Firefox<br />/^mozilla/i</span>
                    ","搜索字符串是正常的字符串或定期例外 (PCRE)。它们进行匹配以相同的顺序输入。例子: < br / > <span style=""font-family:monospace""> 火狐 < br / > / ^ mozilla / 我</span>                    "
"Find a string in client user-agent header and switch to specific design theme for that browser.","在客户端用户代理标头中查找字符串并切换到该浏览器的具体设计主题。"
"Pagination","分页"
"Pagination Frame","分页框架"
"How many links to display at once.","一次显示多少链接。"
"Pagination Frame Skip","分页跳帧"
"If the current frame position does not cover utmost pages, will render link to current position plus/minus this value.","如果当前帧的位置并不包括至上页，将提供链接到当前位置加减此值。"
"Anchor Text for Previous","锚文本的前面"
"Alternative text for previous link in pagination menu. If empty, default arrow image will used.","替代文字在分页菜单中的上一个链接。如果为空，将使用默认的箭头图像。"
"Anchor Text for Next","下一步的锚文本"
"Alternative text for next link in pagination menu. If empty, default arrow image will used.","替代文字在分页菜单中的下一个链接。如果为空，将使用默认的箭头图像。"
"Developer","开发人员"
"Debug","调试"
"Enabled Template Path Hints for Storefront","为店面启用模板路径提示"
"Enabled Template Path Hints for Admin","为管理员启用模板路径提示"
"Add Block Names to Hints","添加模块名称提示"
"Template Settings","模板设置"
"Allow Symlinks","允许的符号链接"
"Warning! Enabling this feature is not recommended on production environments because it represents a potential security risk.","警告!启用此功能不是建议在生产环境中因为它代表着潜在的安全风险。"
"Minify Html","减少Html"
"Translate Inline","行内转化"
"Enabled for Storefront","为前台启用"
"Enabled for Admin","为管理员启用"
"Translate, blocks and other output caches should be disabled for both Storefront and Admin inline translations.","翻译，模块和其它输出缓存应该被禁用，前台和后台管理内嵌翻译。"
"JavaScript Settings","JavaScript 设置"
"Merge JavaScript Files","将 JavaScript 文件合并"
"Enable Javascript Bundling","启用 Javascript 捆绑"
"Minify JavaScript Files","缩小的 JavaScript 文件"
"CSS Settings","CSS 设置"
"Merge CSS Files","将 CSS 文件合并"
"Minify CSS Files","缩小 CSS 文件"
"Image Processing Settings","图像处理设置"
"Image Adapter","图像适配器"
"Static Files Settings","静态文件设置"
"Sign Static Files","静态文件签名"
"Country Options","国家选项"
"Allow Countries","允许的国家"
"Default Country","默认国家"
"European Union Countries","欧洲联盟国家"
"Top destinations","顶级目的地"
"Locale Options","区域设置选项"
"Timezone","时区"
"Locale","区域"
"First Day of Week","周第一天"
"Weekend Days","周末天"
"Store Name","店铺联系电话"
"Store Phone Number","存储电话号码"
"Store Hours of Operation","商店营业时间"
"Country","国家"
"Region/State","地区/国家"
"ZIP/Postal Code","邮编"
"City","城市"
"Street Address","街道地址"
"Street Address Line 2","街道地址行二"
"VAT Number","增值税号码"
"Single-Store Mode","单存储模式"
"Enable Single-Store Mode","启用单一存储模式"
"This setting will not be taken into account if system has more than one store view.","此设置不会考虑到，如果系统有多个存储视图。"
"Mail Sending Settings","邮件发送设置"
"Disable Email Communications","禁用电子邮件通信"
"Host","主机"
"Port (25)","端口 (25)"
"Set Return-Path","设置返回路径"
"Return-Path Email","返回路径电子邮件"
"Admin","管理员"
"Admin User Emails","管理员用户的电子邮件"
"Forgot Password Email Template","忘记了密码的电子邮件模板"
"Email template chosen based on theme fallback when ""Default"" option is selected.","电子邮件模板选择基于主题的回退时，选择“默认”选项。"
"Forgot and Reset Email Sender","忘了和重置电子邮件发件人"
"Recovery Link Expiration Period (days)","恢复链接过期期限 (天)"
"Please enter a number 1 or greater in this field.","请在此字段中输入数量大于或等于 1。"
"Startup Page","起始页"
"Admin Base URL","管理原始URL"
"Use Custom Admin URL","使用自定义 Admin URL"
"Custom Admin URL","自定义 Admin URL"
"Make sure that base URL ends with '/' (slash), e.g. http://yourdomain/magento/","请确保，基 URL 以 '/' (斜线)，例如 http://yourdomain/magento/"
"Use Custom Admin Path","使用自定义管理路径"
"Custom Admin Path","自定义管理路径"
"You will have to sign in after you save your custom admin path.","你必须登录后您将保存您的自定义管理路径。"
"Security","安全"
"Add Secret Key to URLs","将密钥添加到URLs"
"Login is Case Sensitive","登录名是区分大小写"
"Admin Session Lifetime (seconds)","管理会话有效期 (秒)"
"Values less than 60 are ignored.","小于 60 的值将被忽略。"
"Enable Charts","启用图表"
"Web","Web"
"Url Options","Url 选项"
"Add Store Code to Urls","将存储代码添加到 Urls"
"
                        <strong style=""color:red"">Warning!</strong> When using Store Code in URLs, in some cases system may not work properly if URLs without Store Codes are specified in the third party services (e.g. PayPal etc.).
                    ","<strong style=""color:red""> 警告!</strong>当在 Url 中使用存储代码，在某些情况下系统可能不正常工作如果没有存储代码 Url 指定的第三方服务 (如 PayPal 等)。                    "
"Auto-redirect to Base URL","自动重定向到原始URL"
"Search Engine Optimization","搜索引擎的优化"
"Use Web Server Rewrites","使用 Web 服务器重写"
"Base URLs","原始URLs"
"Base URL","原始URL"
"Specify URL or {{base_url}} placeholder.","指定 URL 或 {{base_url}} 的占位符。"
"Base Link URL","原始链接 URL"
"Base URL for Static View Files","原始URL 静态视图文件"
"May be empty or start with {{unsecure_base_url}} placeholder.","可能为空或启动与 {{unsecure_base_url}} 占位符。"
"Base URL for User Media Files","用户媒体文件的的原始URL"
"Base URLs (Secure)","原始URLs (安全)"
"Secure Base URL","安全的原始URL"
"Specify URL or {{base_url}}, or {{unsecure_base_url}} placeholder.","指定 URL 或 {{base_url}} 或 {{unsecure_base_url}} 的占位符。"
"Secure Base Link URL","安全基地链接 URL"
"Secure Base URL for Static View Files","安全的原始URL 的静态视图文件"
"May be empty or start with {{secure_base_url}}, or {{unsecure_base_url}} placeholder.","可能为空或启动与 {{secure_base_url}} 或 {{unsecure_base_url}} 占位符。"
"Secure Base URL for User Media Files","安全的原始URL 的用户的媒体文件"
"Use Secure URLs on Storefront","在前台使用安全链接"
"Use Secure URLs in Admin","管理员使用安全链接"
"Offloader header","引导加载器头"
"Default Pages","默认页"
"Default Web URL","默认网址。"
"Default No-route URL","默认无路线URL"
"Session Validation Settings","会话验证设置"
"Validate REMOTE_ADDR","验证 REMOTE_ADDR"
"Validate HTTP_VIA","验证 HTTP_VIA"
"Validate HTTP_X_FORWARDED_FOR","验证 HTTP_X_FORWARDED_FOR"
"Validate HTTP_USER_AGENT","验证 HTTP_USER_AGENT"
"Use SID on Storefront","使用 SID 在前台"
"Allows customers to stay logged in when switching between different stores.","允许客户在不同的商店之间切换时保持登录。"
"Cache Type","高速缓存类型"
"Description","描述"
"Tags","标签"
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading""> 404 错误</h1><p>页找不到。</p>"
"Community Edition","社区版"
