"Please use only letters (a-z), numbers (0-9) or underscore (_) in this field, and the first character should be a letter.","请使用唯一字母 (a-z)，数字 (0-9) 或下划线 (_) 在这一领域，和第一个字符应该是一封信。"
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.","请在此字段中使用只有字母 (a 到 z 或 A 到 Z) 或数字 (0-9)。允许不能有空格或其他字符。"
"Please enter a valid date.","请输入一个有效的日期。"
"Please enter a valid URL Key (Ex: ""example-page"", ""example-page.html"" or ""anotherlevel/example-page"").","请输入一个有效的 URL 密钥 (Ex:""示例页面""、""示例-page.html""或""anotherlevel/示例-页"")。"
"Please enter a valid zip code.","请输入一个有效的邮政编码。"
"Please select State/Province.","请选择省/市/自治区。"
"Please enter issue number or start date for switch/solo card type.","请输入问题编号或开关/独奏卡类型的开始日期。"
"This is a required field.","这是必填的字段。"
"Please enter positive number in this field.","请在此字段中输入正数。"
"Please enter a valid value, ex: 10,20,30","请输入一个有效的值，: 10,20,30"
"Attention","注意"
"OK","OK"
"Close","关闭"
"Ok","OK"
"Log JS Errors to Session Storage","对会话存储日志 JS 错误"
"Log JS Errors to Session Storage Key","JS 错误记录到会话存储密钥"
"ui/grid/filters/elements/select","UI /格/滤镜/元/选择"
"Action","操作"
"CSV","Excel XML"
"Excel XML","XML Excel"
